Unnamed: 0,Clean_Title,Clean_Author,Title,Author,Genre,Type,Rating,No. of People rated,URLs,Description
2047,snow crash,neal stephenson,Snow Crash,Neal Stephenson,"Media, Internet, Computer, Digital, Computing, Science",Paperback,4.3,17328.0,https://www.amazon.in/Snow-Crash-Neal-Stephenson/dp/0241953189/ref=zg_bs_g_1318108031_d_sccl_18/000-0000000-0000000?psc=1,"""This Snow Crash thing--is it a virus, a drug, or a religion?"" Juanita shrugs. ""What's the difference?"" The only relief from the sea of logos is within the well-guarded borders of the Burbclaves. Is it any wonder that most sane folks have forsaken the real world and chosen to live in the computer-generated universe of virtual reality? In a major city, the size of a dozen Manhattans, is a domain of pleasures limited only by the imagination. But now a strange new computer virus called Snow Crash is striking down hackers everywhere, leaving an unlikely young pizza delivery man as humankind's last best hope. The perfect cyberpunk sci-fi read, Snow Crash is an equally worthy successor to William Gibson's Neuromancer and predecessor to Ernest Cline's Ready Player One. *** What readers are saying about Snow Crash: 'It's hard to believe Neal wrote his books when the published date claims. He's always so right about the future, and I keep on hoping he's so wrong' Goodreads Reader Review ' Snow Crash is to Books as The Matrix is to movies (with only the absolute BEST parts of Tron and Da Vinci Code thrown in)' Goodreads Reader Review 'Loved it! Can't recommend it highly enough. Everyone should read this book. Go do it. Do it now. It's just awesome. You won't regret it' Goodreads Reader Review 'It's hilarious and mind-blowing. From the first page to the last, I was amazed at just how much influence this book has had on TV, movies, etc.' Goodreads Reader Review"
5378,last list of mabel beaumont,laura pearson,The Last List of Mabel Beaumont: THE NUMBER ONE BESTSELLER,Laura Pearson,"in, Later, Romance, Life",Kindle Edition,4.3,17266.0,https://www.amazon.in/Last-List-Mabel-Beaumont-unforgettable-ebook/dp/B0C492MN2Q/ref=zg_bs_g_89265414031_d_sccl_2/000-0000000-0000000?psc=1,"THE NUMBER ONE BESTSELLER The list he left had just one item on it. Or, at least, it did at first… Mabel Beaumont’s husband Arthur loved lists. He’d leave them for her everywhere. ‘Remember: eggs, butter, sugar’. ‘I love you: today, tomorrow, always’. But now Arthur is gone. He died: softly, gently, not making a fuss. But he’s still left her a list. This one has just one item on it though: ‘Find D’. Mabel feels sure she knows what it means. She must track down her best friend Dot, who she hasn’t seen since the fateful day she left more than sixty years ago. It seems impossible. She doesn’t even know if Dot’s still alive. Also, every person Mabel talks to seems to need help first, with missing husbands, daughters, parents. Mabel finds her list is just getting longer, and she’s still no closer to finding Dot. What she doesn’t know is that her list isn’t just about finding her old friend. And that if she can admit the secrets of the past, maybe she could even find happiness again… A completely heartbreaking, beautiful, uplifting story, guaranteed to make you smile but also make you cry. Perfect for fans of A Man Called Ove , Eleanor Oliphant is Completely Fine , and The Keeper of Stories . Readers are loving The Last List of Mabel Beaumont : ‘Tender and beautiful… As hopeful as it is heart-breaking … I loved it.’ Amy Beashel ‘ This beautifully written story of friendship, love, loss and second chances captured my heart . I adored Mabel and her unlikely gang of colourful characters … Leaves you feeling warm, hopeful, and satisfied.’ Lisa Timoney ‘Mabel Beaumont is an absolute treasure … Laura Pearson cleverly, gently, peels back the layers of Mabel’s and her friends’ lives in a way that hurts, then soothes, your heart … An uplifting, life-affirming joy of a novel! ’ Emma Robinson ‘ I’ve been inundated with books in the uplit genre but this is by far the best I’ve read … moving, life-affirming and utterly wonderful .’ Matt Cain ‘ I absolutely loved this book … I adore an older protagonist… who is feisty and not afraid to speak her mind. The story is like a warm hug – but it had spark and wit and humour too . I was bereft when I finished it (far too) late last night!’ Clare Swatman ‘ Wow. Seriously. Just beautiful. So many wonderful elements… So many memorable characters… Beautiful and utterly affecting .’ Louise Beech ‘ Charming, warm and moving … A beautifully written story about love and longing, and a poignant reminder that it’s never too late to follow your heart.’ Holly Miller ‘ I adored it … A heartbreakingly beautiful story about love in all its different forms . (And she made me cry again, of course). Bravo .’ Nikki Smith ‘ I finished this in the same 24 hours as I started it . Oh… what a beautiful story … Poignant and inspiring! ’ Jennie Godfrey ‘ Such a poignant story . Brought a lump to my throat … Will really appeal to fans of Joanna Cannon.’ Karen Angelico ‘ A beautiful book about truth, love, relationships and how it's never too late to follow your heart… Moving, funny and emotionally clever .’ Alison Stockham ‘ Wonderful … Uplifting … A brilliant book… Clever and unforgettable. Dive in, and prepare to be inspired .’ Ross Greenwood"
7289,"chimp paradox,",peters prof steve,"Chimp Paradox, The",Prof Steve Peters,"Coaching, Training, Sports",Paperback,4.6,17212.0,https://www.amazon.in/Chimp-Paradox-Acclaimed-Management-Confidence/dp/009193558X/ref=zg_bs_g_1318279031_d_sccl_12/000-0000000-0000000?psc=1,"Do you sabotage your own happiness and success? Are you struggling to make sense of yourself? Do your emotions sometimes dictate your life? The Chimp Paradox is an incredibly powerful mind management model that can help you become a happy, confident, healthier and more successful person. Prof Steve Peters explains the struggle that takes place within your mind and then shows how to apply this understanding to every area of your life so you can: - Recognise how your mind is working - Understand and manage your emotions and thoughts - Manage yourself and become the person you would like to be The Chimp Mind Management Model is based on scientific facts and principles, which have been simplified into a workable model for easy use. It will help you to develop yourself and give you the skills, for example, to remove anxiety, have confidence and choose your emotions. The book will do this by giving you an understanding of the way in which your mind works and how you can manage it. It will also help you to identify what is holding you back or preventing you from having a happier and more successful life. Each chapter explains different aspects of how you function and highlights key facts for you to understand. There are also exercises for you to work with. By undertaking these exercises you will see immediate improvements in your daily living and, over time, you will develop emotional skills and practical habits that will help you to become the person that you want to be, and live the life that you want to live."
210,almanack of naval ravikant,eric jorgenson,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Accounts, True, Biographies, Autobiographies, Diaries",Audible Audiobook,4.6,17124.0,https://www.amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN477C3/ref=zg_bs_g_1318065031_d_sccl_11/000-0000000-0000000?psc=1,
7439,one by one,ruth ware,One by One: The breath-taking thriller from the queen of the modern-day murder mystery,Ruth Ware,"Winter, Sports",Kindle Edition,4.2,16879.0,https://www.amazon.in/One-Ruth-Ware-ebook/dp/B084GKMG9L/ref=zg_bs_g_1318289031_d_sccl_12/000-0000000-0000000?psc=1,"'The sense of dread deepens as the snow falls in Ruth Ware's tensely plotted and deliciously cast alpine thriller' Louise Candlish, bestselling author of Our House **THE UNMISSABLE NEW THRILLER FROM THE QUEEN OF THE MODERN-DAY MURDER MYSTERY** Snow is falling in the exclusive alpine ski resort of Saint Antoine, as the shareholders and directors of Snoop, the hottest new music app, gather for a make or break corporate retreat to decide the future of the company. At stake is a billion-dollar dot com buyout that could make them all millionaires, or leave some of them out in the cold. The clock is ticking on the offer, and with the group irrevocably split, tensions are running high. When an avalanche cuts the chalet off from help, and one board member goes missing in the snow, the group is forced to ask - would someone resort to murder, to get what they want? _________________________ PRAISE FOR RUTH WARE'S ADDICTIVE THRILLERS: 'Atmospheric and eerie with Agatha Christie vibes ' Prima 'Ruth Ware just gets better and better' Lisa Jewell, author of The People Upstairs 'A dark tale by one of the best thriller writers around' Independent 'Will hold you captive until the brilliant ending' Shari Lapena, author of Someone We Know 'A real spine-chiller that confirms Ruth Ware as the true heir to Christie's crown' Erin Kelly, bestselling author of He Said, She Said _________________________ READERS LOVE ONE BY ONE: 'I devoured this in a day...eerie and creepy' ***** 'Terrifying and captivating' ***** 'Had me on the edge of my seat' ***** 'Utterly brilliant' ***** 'Clever, chilling, addictive...a must-read!' ***** 'Strong Agatha Christie vibes' *****"
1167,where red fern grows,rawls wilson,Where the Red Fern Grows,Wilson Rawls,"Books, Children, s, Historical, Fiction",Audible Audiobook,4.7,16740.0,https://www.amazon.in/Where-the-Red-Fern-Grows/dp/B079TKS63J/ref=zg_bs_g_1318088031_d_sccl_18/000-0000000-0000000?psc=1,"A beloved classic that captures the powerful bond between man and man’s best friend. Billy has long dreamt of owning not one, but two, dogs. So when he’s finally able to save up enough money for two pups to call his own—Old Dan and Little Ann—he’s ecstatic. It doesn’t matter that times are tough; together they’ll roam the hills of the Ozarks. Soon Billy and his hounds become the finest hunting team in the valley. Stories of their great achievements spread throughout the region, and the combination of Old Dan’s brawn, Little Ann’s brains, and Billy’s sheer will seems unbeatable. But tragedy awaits these determined hunters—now friends—and Billy learns that hope can grow out of despair, and that the seeds of the future can come from the scars of the past. Praise for Where the Red Fern Grows A Top 100 Children’s Novel, School Library Journal ' s A Fuse #8 Production A Must-Read for Kids 9 to 14, NPR Winner of Multiple State Awards Over 7 million copies in print! “Very touching.” — The New York Times Book Review “One of the great classics of children’s literature . . . Any child who doesn’t get to read this beloved and powerfully emotional book has missed out on an important piece of childhood for the last 40-plus years.” — Common Sense Media “An exciting tale of love and adventure you’ll never forget.” — School Library Journal “A book of unadorned naturalness.” — Kirkus Reviews “Written with so much feeling and sentiment that adults as well as children are drawn [in] with a passion.” — Arizona Daily Star “It’s a story about a young boy and his two hunting dogs and . . . I can’t even go on without getting a little misty.” — The Huffington Post “We tear up just thinking about it.” — Time on the film adaptation"
4994,done and dusted,lyla sage,"Done and Dusted: The must-read, small-town romance and TikTok sensation! (Rebel Blue Ranch)",Lyla Sage,"Male, Alpha, Romance",Kindle Edition,4.2,16544.0,https://www.amazon.in/Done-Dusted-must-read-small-town-sensation-ebook/dp/B0CFXPDPPD/ref=zg_bs_g_92041942031_d_sccl_17/000-0000000-0000000?psc=1,"Love Lyla Sage? Discover her brand-new small-town romance, Soul Searching - a No. 1 New York Times bestseller which is perfect for Halloween! 'A sweet slow burn . . . sunshine in written form' - Lana Ferguson, USA Today bestselling author She's off-limits, but he's never been good at following the rules . . . For the first time in her life, Clementine 'Emmy' Ryder has no idea what she's doing. She's accomplished everything on her to-do list. She left her small hometown of Meadowlark, Wyoming, went to college, and made a career for herself by doing her favorite thing: riding horses. But after an accident makes it impossible for her to get back into the saddle, she has no choice but to return to the hometown she always wanted to escape. Luke Brooks is Meadowlark's most notorious bad boy, bar owner, and bachelor. He's also the unofficial fifth member of the Ryder family. As Emmy's older brother's best friend, Luke spent most of his childhood antagonizing her. It's been years since he's seen her, but when she walks into his bar and back into his life, he can't take his eyes off her. Against his better judgment, he wants to do a whole lot more than just look at her. As things between Emmy and Brooks heat up, it gets more difficult for him to keep his hands off of her. Can he help her get her spark back? Or will they both go up in flames? Readers love Done and Dusted . . . ' Fun , sweet and steamy ' ⭐⭐⭐⭐⭐ ' I devoured this book, it was so effortless to read, I loved every second of it. LUKE BROOKS!!!! Hands down the perfect man 🤠' ⭐⭐⭐⭐⭐ 'SUCH a joy to read' ⭐⭐⭐⭐⭐ 'Why has it taken me so long to read this book!? . . . I'm obsessed ' ⭐⭐⭐⭐⭐ 'I'm officially in my yeehaw era ' ⭐⭐⭐⭐⭐ ' Is there anything hotter than a cowboy who's sweet but also talks dirty?' ⭐⭐⭐⭐⭐ 'The most perfect small town cowboy romance' ⭐⭐⭐⭐⭐ 'Made my bookish heart so happy ' ⭐⭐⭐⭐⭐ 'Simply gorgeous ! I absolutely loved the writing and fell in love with the characters' ⭐⭐⭐⭐⭐ 'Super cute and fun ' ⭐⭐⭐⭐⭐ Soul Searching , No. 1 New York Times bestseller, October 2025."
2604,"new earth,",eckhart tolle,"New Earth, A : Create a Better Life",Eckhart Tolle,"Guides, Lifestyle, Crafts, Style, Personal, Home",Paperback,4.6,16538.0,https://www.amazon.in/New-Earth-LIFE-CHANGING-otherworldly-Breakfast/dp/0141039418/ref=zg_bs_g_1318125031_d_sccl_5/000-0000000-0000000?psc=1,"LOVED THE POWER OF NOW? TAKE CHANGING YOUR LIFE TO THE NEXT LEVEL WITH THE MULTI-MILLION COPY BESTSELLER FROM EKHART TOLLE, A NEW EARTH 'MY NO.1 GURU WILL ALWAYS BE ECKHART TOLLE' CHRIS EVANS, SUNDAY TIMES THE BOOK THAT INSPIRED THE CHART-TOPPING PODCAST OPRAH & ECKHART TOLLE: A NEW EARTH ____________ Are you ready to change your life? In Eckhart Tolle's ground-breaking book, he gives you the spiritual framework to: - Understand yourself better - Manage, manifest and achieve your goals - Reach your full potential - Channel conflict into something positive - Change negative habits - Live in the moment Open your mind and follow Tolle's guidance to happiness and health in the modern world. ____________ ' A wake up call for the entire planet. A New Earth helps us to stop creating our own suffering and obsessing over the past and what the future might be and to put ourselves in the now ' Oprah Winfrey 'I'm gonna have to listen to [this podcast] several times! Too good!' Fearne Cotton on the 'Oprah and Eckhart Tolle: A New Earth' podcast 'This book changed my life. It's a brilliant and very practical spiritual guide that teaches the way to inner peace: how to live in the moment and get beyond the ego' Santa Montefiore, bestselling author of The Secret Hours"
2952,before coffee gets cold,kawaguchi toshikazu,Before the Coffee Gets Cold,Toshikazu Kawaguchi,"Fiction, Horror, Fantasy, Science",Paperback,4.3,16402.0,https://www.amazon.in/Before-Coffee-Gets-Toshikazu-Kawaguchi/dp/1035035057/ref=zg_bs_g_1318163031_d_sccl_3/000-0000000-0000000?psc=1,"The million-copy bestselling series Toshikazu Kawaguchi’s moving Before the Coffee Gets Cold, translated from Japanese by Geoffrey Trousselot, explores the age-old question: what would you do if you could travel back in time? More importantly, who would you want to meet, maybe for one last time? In a small back alley in Tokyo, there is a cafe which has been serving carefully brewed coffee for more than one hundred years. But this coffee shop offers its customers a unique experience: the chance to travel back in time. In Before the Coffee Gets Cold , we meet four visitors, each of whom is hoping to make use of the cafe’s time-travelling offer, in order to: confront the man who left them, receive a letter from their husband whose memory has been taken by early onset Alzheimer''s, see their sister one last time, and meet the daughter they never got the chance to know. But the journey into the past does not come without risks: customers must sit in a particular seat, they cannot leave the cafe, and finally, they must return to the present before the coffee gets cold . . ."
2131,"permanent record [] snowden, edward",edward snowden,"Permanent Record [Paperback] Snowden, Edward",Edward Snowden,"Media, Internet, Digital, Social, Computing",Paperback,4.6,16082.0,https://www.amazon.in/Permanent-Record-Edward-Snowden/dp/152903566X/ref=zg_bs_g_1318113031_d_sccl_2/000-0000000-0000000?psc=1,"THE SUNDAY TIMES TOP TEN BESTSELLEREdward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.In 2013, twenty-nine-year-old Edward Snowden shocked the world when he broke with the American intelligence establishment and revealed that the United States government was secretly pursuing the means to collect every single phone call, text message, and email. The result would be an unprecedented system of mass surveillance with the ability to pry into the private lives of every person on earth. Six years later, Snowden reveals for the very first time how he helped to build this system and why he was moved to expose it.Spanning the bucolic Beltway suburbs of his childhood and the clandestine CIA and NSA postings of his adulthood, Permanent Record is the extraordinary account of a bright young man who grew up online – a man who became a spy, a whistleblower, and, in exile, the Internet’s conscience. Written with wit, grace, passion, and an unflinching candor, Permanent Record is a crucial memoir of our digital age and destined to be a classic."
5392,meet me at lake,carley fortune,Meet Me at the Lake: The breathtaking new novel from the author of EVERY SUMMER AFTER,Carley Fortune,"in, Later, Romance, Life",Kindle Edition,4.1,16050.0,https://www.amazon.in/Meet-Me-Lake-Carley-Fortune-ebook/dp/B0BB1QYGSR/ref=zg_bs_g_89265414031_d_sccl_16/000-0000000-0000000?psc=1,"'A beautiful, heart-tugging, love story about secrets, lies, missed connections and second chances' JILL SANTOPOLO 'A breathtaking tale of star-crossed lovers that gripped me from page one' ELENA ARMAS 'A perfect summery blend of sexy romance and second chances' ASHLEY POSTON 'A tender, sweet story that captures the joy and sorrow of growing up' ELISSA SUSSMAN 'Carley Fortune is the master of the love story' ANNABEL MONAGHAN 'THE quintessential book of summer' AMY LEA A random connection sends two strangers on a daylong adventure where they make a promise one keeps and the other breaks, with life-changing effects, in this breathtaking new novel from author of the New York Times bestselling and TikTok hit Every Summer After . .......................................... One day. One promise . Two lives changed. Fern Brookbanks has wasted far too much of her adult life thinking about Will Baxter. She spent twenty-four hours in her early twenties with the aggravatingly attractive, idealistic artist - a chance encounter that spiralled into a daylong city adventure. The timing was wrong, but their connection was undeniable: they shared every secret, every dream, and made a pact to meet one year later. Fern showed up. Will didn't. At thirty-two, Fern's life hasn't turned out how she imagined it. She's back home, running her mother's lakeside resort, which is in disarray - and her ex-boyfriend is the manager. She needs a lifeline. To Fern's surprise, it comes in the form of Will, who arrives - nine years too late - with an offer to help. Will may be the only person who understands what Fern's going through. Yet how can she possibly trust this expensive suit-wearing mirage who seems nothing like the young man she met all those years ago. But ten years ago, Will Baxter rescued Fern. Can she do the same for him? .......................................... Praise for Carley Fortune: 'Radiant' EMILY HENRY 'A sweet story about second chances, and how the future we imagine for ourselves is never quite what it turns out to be' JODI PICOULT 'A quintessential summer novel, full of longing and lost love, and hits on so many beloved tropes' BuzzFeed"
268,happiest man on earth,eddie jaku,The Happiest Man on Earth,Eddie Jaku,"Accounts, True, Diaries, Biographies",Paperback,4.7,15927.0,https://www.amazon.in/Happiest-Man-Earth-Beautiful-Auschwitz/dp/1529066360/ref=zg_bs_g_1318067031_d_sccl_19/000-0000000-0000000?psc=1,"‘Eddie looked evil in the eye and met it with joy and kindness . . . [his] philosophy is life-affirming’ – Daily Express Holocaust survivor Eddie Jaku made a vow to smile every day and believed he was the ‘happiest man on earth’. In his inspirational memoir, he paid tribute to those who were lost by telling his story and sharing his wisdom. Life can be beautiful if you make it beautiful. It is up to you. Eddie Jaku always considered himself a German first, a Jew second. He was proud of his country. But all of that changed in November 1938, when he was beaten, arrested and taken to a concentration camp. Over the next seven years, Eddie faced unimaginable horrors every day, first in Buchenwald, then in Auschwitz, then on a Nazi death march. He lost family, friends, his country.The Happiest Man on Earth is a powerful, heartbreaking and ultimately hopeful memoir of how happiness can be found even in the darkest of times. ‘Australia’s answer to Captain Tom . . . a memoir that extols the power of hope, love and mutual support’ – The Times"
3631,silent vows,jill ramsower,Silent Vows: A Mafia Arranged Marriage Romance (The Byrne Brothers Book 1),Jill Ramsower,"Thriller, Mystery, Literature, Crime, Fiction",Kindle Edition,4.3,15683.0,https://www.amazon.in/Silent-Vows-Arranged-Marriage-Brothers-ebook/dp/B0B699F5HR/ref=zg_bs_g_1318161031_d_sccl_2/000-0000000-0000000?psc=1,"NOW AN AMAZON TOP 40 BESTSELLER #1 Bestseller in Organized Crime #1 Bestseller in New Adult & College Romance Conner They thought she was unsuitable as a bride because she was mute. I thought that made her perfect. Silent. Invisible. I could pretend she didn’t even exist. Noemi I’ve been promised to the Irish. My father will kill me if I refuse, just like he killed my mother six months ago. His merciless ambitions stole the light from her eyes and silenced me in the process. I haven’t spoken a word since her death. That didn’t stop Conner Reid from choosing me to be his bride. He threatens my composure and intoxicates my senses. He represents everything I hate in this world yet summons my darkest cravings. I can’t escape him. The worst part is, I’m not sure I want to. Because my life is in danger, and Conner may be the only man who can save me. What to know about Silent Vows : -Mafia arranged marriage -Jealous/Possessive hero -Who hurt you? -Tattooing -Virgin bride -Has an HEA -Can be read as a standalone -Dual POV -Content warnings listed on my website A Note from the Author : While Noemi may be a silent virgin bride, don't expect meekness. She is bold, fiercely loyal, and one of the few people unafraid of Conner Byrne. These two are electric, and I ADORE them! For those of you who are new to me, I write what I'd call ""mafia lite."" My heroes are hardened criminals with soft spots for their heroines. There may be violence and cruelty in my books, but never between the main characters. Enjoy! Reading Order for Jill's Mafia World: *All books can be read as a standalones but the timeline for Jill’s Mafia World is as follows: The Five Families #1 Forever Lies (Luca & Alessia) #2 Never Truth (Nico & Sofia) #3 Blood Always (Matteo & Maria) #3.5 Where Loyalties Lie (Tamir & Emily) #4 Impossible Odds (Primo & Giada) #5 Absolute Silence (Filip & Camilla) #6 Perfect Enemies (Kane & Valentina) The Savage Pride Duet (Zeno & Luisa) The Byrne Brothers #1 Silent Vows (Conner & Noemi) #1.5 Secret Sin (Bishop & Pippa) #2 Corrupted Union (Keir & Rowan) #3 Ruthless Salvation (Torin & Stormy) #4 Vicious Seduction (Oran & Lina) Moretti Malice #1 Craving Chaos (Renzo & Shae) #2 Devil’s Thirst (Sante & Amelie)"
888,five feet apart,lippincott rachael,Five Feet Apart,Rachael Lippincott,"Books, Children, s, Family, Issues, Social, Personal",Paperback,4.6,15165.0,https://www.amazon.in/Five-Feet-Apart-Rachael-Lippincott/dp/1471185095/ref=zg_bs_g_1318077031_d_sccl_9/000-0000000-0000000?psc=1,"Soon to be a major motion picture starring Cole sprouse (Riverdale's jughead) and Haley Lu Richardson (the edge of seventeen and recovery road) in this moving story thats perfect for fans of John green?s the fault in our stars, two teens fall in love with just one minor complication - they cant get within a few feet of each other without risking their lives. Can you love someone you can never touch Stella grant likes to be in control - even through her totally out of control lungs have sent her in and out of the hospital most of her life. At this point, what Stella needs to control most is keeping herself away from anyone or anything that might pass along an infection and jeopardize the possibility of a lung transplant. Six feet apart. No exceptions. The only thing will Newman wants to be in control of is getting out of this hospital. He couldn't care less about his treatments, or a fancy new clinical drug trial. Soon, he?ll turn eighteen and then he'll be able to unplug all these machines and actually go see the world, not just its hospitals. Will?s exactly what Stella needs to stay away from. If he so much as breathes on Stella she could lose her spot on the transplant list. Either one of them could die. The only way to stay alive is to stay apart. But suddenly six feet doesn't feel like safety. It feels like punishment. What if they could steal back just a little bit of the space their broken lungs have stolen from them, would five feet apart really be so dangerous if it stops their hearts from breaking too."
5,fantastic beasts and where to find them,j.k. rowling,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,"Arts, Photography, Broadcast, Cinema, Film",Kindle Edition,4.5,15122.0,https://www.amazon.in/Fantastic-Beasts-Where-Find-Them-ebook/dp/B01ETJABRE/ref=zg_bs_g_1318054031_d_sccl_6/000-0000000-0000000?psc=1,"When Magizoologist Newt Scamander arrives in New York, he intends his stay to be just a brief stopover. However, when his magical case is misplaced and some of Newt's fantastic beasts escape, it spells trouble for everyone... Inspired by the original Hogwart's textbook by Newt Scamander, Fantastic Beasts and Where to Find Them: The Original screenplay marks the screenwriting debut of J.K. Rowling, author of the beloved and internationally bestselling Harry Potter books. A feat of imagination and featuring a cast of remarkable characters and magical creatures, this is epic adventure-packed storytelling at its very best. Whether an existing fan or new to the wizarding world, this is a perfect addition for any film lover or reader's bookshelf. The film Fantastic Beasts and Where to Find Them will have its theatrical release on 18th November 2016."
5332,snowed in,catherine walsh,"Snowed In: A completely hilarious fake dating, forced proximity romantic comedy (Catherine Walsh Christmas romcoms)",Catherine Walsh,"Romance, Holidays",Kindle Edition,4.3,15073.0,https://www.amazon.in/Snowed-completely-hilarious-proximity-Catherine-ebook/dp/B0CDC2XZSK/ref=zg_bs_g_89265411031_d_sccl_6/000-0000000-0000000?psc=1,"Megan is dreading going home for the holidays. She’s the village pariah, the she-devil who left local golden boy Isaac at the altar four years ago and ran away to the big city. She could really do without the drama. Particularly as he’s engaged again, and she’s just been dumped for the fourth time this year. Christian’s fed up of being on his own every Christmas. He doesn’t mind being alone , but he hates his family’s sad eyes and soft tones as they sit around coupled up. Because he’s actually, totally, fine. So when Megan literally bumps into Christian in a Dublin pub, they come up with a pact to see them through the holiday season. They’re going to be the very best fake dates for each other, ever . Rules are drawn up, a contract is signed on a wine-stained napkin. They will sit through each other’s family gatherings and be outrageously in love until freed from their annual obligations. After all, it’s only for a few weeks. But with everyone home for the holidays, two big families to deal with alongside old friends, old flames and old feelings, things are bound to get messy. And when a snowed-in cabin and a little Christmas magic are added to the mix, anything could happen… A swoonworthy and utterly gorgeous romantic comedy that will make you laugh out loud and fall completely in love. Fans of Emily Henry, Sophie Kinsella and Abby Jimenez won’t be able to put this down! Read what everyone’s saying about Snowed In : ‘I LOVED this book! LOVED! This is the PERFECT holiday book . The banter, the chemistry, everything about this is absolutely perfect . Yes please!! ’ bookworm_mrschelle , ⭐⭐⭐⭐⭐ “ LOVE, LOVE, LOOOOOOVVVEEE, LOVED IT!!! ABSOLUTELY FANTASTIC… an absolutely stunning rom com!!! … It made me laugh, cry, scream, shout… and jump for joy!! … CLEAR YOUR SCHEDULES AS YOU WILL NOT BE ABLE TO PUT IT DOWN!!!!” Bookworm86 ⭐⭐⭐⭐⭐ ‘ PERFECT . Hands down my favourite … I am OBSESSED … Smiled throughout… I love the chemistry! … Left me giddy! … My favourite holiday romance this year.’ books.with.ads , ⭐⭐⭐⭐⭐ ‘ I LITERALLY FINISHED THIS WITHIN 12HRS . It is SO good! … I STRUGGLED to put it down . 5 stars for sure.’ Goodreads reviewer, ⭐⭐⭐⭐⭐ ‘ I LOVED THIS BOOK !… The best fake-dating book I've read… SWOON … The characters have amazing chemistry … SO heartwarming.’ Goodreads reviewer, ⭐⭐⭐⭐⭐ “ THIS. WAS. AMAZING. Probably one of the best Christmas books I have read!… I had BUTTERFLIES .” @beyond_thebindings ⭐⭐⭐⭐⭐ ‘YES, YES, YES, absolutely wonderful! … wow! The chemistry was off the charts! ’ Goodreads reviewer, ⭐⭐⭐⭐⭐ ‘ So so good! … The sexiest, sweetest , and absolutely swoon-worthy Christmas romance of the year!… I adore Megan and Christian!… I loved this book so so much! … My absolute favourite Christmas read probably ever! ’ @thesmuttybookmama , ⭐⭐⭐⭐⭐ ‘ PHENOMENAL!!! … THIS IS THE SWEETEST BOOK EVER … I found myself laughing, crying and swooning … the perfect cozy holiday read … I cannot recommend it enough and it deserves infinite stars!!! ’ Goodreads reviewer, ⭐⭐⭐⭐⭐ ‘The CHEMISTRY!!!! OH MY WOW!!! This book is really the perfect Hallmark Christmas movie… I was up until 4am finishing this… I was laughing so loud … Couldn't put it down.’ @dear.reader.bc ‘ Christmas Magic in the form of a book! … Swept me off my feet and found me laughing out loud in coffee shops, trains, and hotel breakfasts… Witty, funny and heartwarming .’ @saramyllyaho , ⭐⭐⭐⭐⭐"
5572,million kisses in your lifetime,monica murphy,A Million Kisses In Your Lifetime,Monica Murphy,"Adult, New, Romance, College",Paperback,4.4,14997.0,https://www.amazon.in/Million-Kisses-Your-Lifetime-addictive/dp/1405955562/ref=zg_bs_g_92041934031_d_sccl_19/000-0000000-0000000?psc=1,"DISCOVER THE DEEPLY ROMANTIC AND UNFORGETTABLE TIKTOK SENSATION THAT WILL GRIP YOU UNTIL THE VERY LAST PAGE 'Wren and Crew stole my heart and neither of them will give it back. I cannot explain how much I adore this story . . . Full of angst, drama and steam' 5* READER REVIEW 'Addictive, angsty and unforgettable . . . their chemistry was explosive' 5* READER REVIEW 'Wren and Crew are perfection and the chemistry they have is sizzling! I was sweating it out with nerves at Chapter 4 and the rollercoaster never ended' 5* READER REVIEW _________ Wren Beaumont is a model student. Kind, clever and beautiful, she is loved by everyone at Lancaster Prep. Everyone but brooding campus bad boy Crew Lancaster. Son of the family who own the school, Crew's life seems easy - but with an overbearing father and high expectations, it's anything but. Which is why he has no time for people like Wren. But when their lives unexpectedly collide, Wren discovers there's more to life than good grades - and Crew finally understands what it's like to care about someone other than himself . . . Could they - should they - become the school's most unlikely couple? _________ Steamy, romantic and totally addictive, this is a story that proves that true love really does happen when you least expect it . . . 'Crew . . . really had me wrapped around his finger by the end of the book' 5* READER REVIEW 'I fell madly in love with Wren and Crew. A delightful balance of slow burn and enemies to friends to lovers, and will capture every romance reader's heart' 5* READER REVIEW"
